,FalseSent,Option,label
26638,There are many plants in the desert.,the plants living in the desert can tolerate the lack of water,0
26639,There are many plants in the desert.,there are many plants and desert in the world,0
26640,There are many plants in the desert.,The desert is very dry and there are very few plants.,1
26642,You should run when you feel tired.,Running can make people more tired.,1
26643,You should run when you feel tired.,Running makes your body stronger,0
26644,You should run when you feel tired.,Everyone needs to get enough rest.,0
26646,There are many dinosaurs in the school.,there are many models of dinosaurs in the school,0
26647,There are many dinosaurs in the school.,people can learn the knowledge of dinosaurs in the school,0
26648,There are many dinosaurs in the school.,Dinosaurs have long disappeared from the earth,1
26650,Shoes should be on the hanger,Clothes hangers are used to put clothes.,1
26651,Shoes should be on the hanger,Everyone needs to wear shoes.,0
26652,Shoes should be on the hanger,we can buy shoes and the hanger in the mall,0
26654,People can pick strawberries from trees.,strawberries are red and the trees are green,0
26655,People can pick strawberries from trees.,No tree can grow strawberries.,1
26656,People can pick strawberries from trees.,Many people like to eat strawberries and plant trees,0
26658,Plastics are very hard.,Plastics are very vulnerable,1
26659,Plastics are very hard.,There are many plastic products in life.,0
26660,Plastics are very hard.,the plastics are hard to decompose in the soil,0
26662,Clothes can be used to make rings.,Rings are more valuable than clothes,0
26663,Clothes can be used to make rings.,Girls like buying beautiful clothes and rings,0
26664,Clothes can be used to make rings.,Rings are made of diamonds bur not clothes,1
26666,people beings do not need to eat to get energy.,people like to eat delicious food,0
26667,people beings do not need to eat to get energy.,some foods contain more energy than others,0
26668,people beings do not need to eat to get energy.,Eating is an important way for human beings to get energy.,1
26670,Tigers live in the ocean,The sea is not suitable for tigers.,1
26671,Tigers live in the ocean,tigers also will eat the fish living in the ocean,0
26672,Tigers live in the ocean,the ocean is bigger than a tiger,0
26674,I need to take a bath to alleviate hunger.,"after alleviating hunger, he took a bath",0
26675,I need to take a bath to alleviate hunger.,"after taking a bath, he felt hungry",0
26676,I need to take a bath to alleviate hunger.,Bathing does not increase energy for the body,1
26678,Buses need water to run.,Buses cannot run with water,1
26679,Buses need water to run.,the bus driver needs to drink water every day,0
26680,Buses need water to run.,we can bring water onto the bus,0
26682,Makeup can make girls uglier,makeup is common for a girl,0
26683,Makeup can make girls uglier,Make-up will make girls more delicate,1
26684,Makeup can make girls uglier,many girls want to learn how to makeup to change their ugly faces,0
26686,Cars can travel in the sky,The sky is bigger than a car,0
26687,Cars can travel in the sky,A car can't run in the sky.,1
26688,Cars can travel in the sky,we can take the plane in the sky or a car for traveling,0
26690,The rabbit is very ferocious.,Rabbits like carrots,0
26691,The rabbit is very ferocious.,Rabbits are not fierce.,1
26692,The rabbit is very ferocious.,some ferocious animals will eat rabbits,0
26694,Many people like to drink gasoline.,"after buying gasoline, he drinks some water for a rest",0
26695,Many people like to drink gasoline.,Gasoline cannot be used for drinking,1
26696,Many people like to drink gasoline.,Gasoline is an industrial raw material,0
26698,Piranha is a very gentle fish.,Piranha will eat some gentle fish,0
26699,Piranha is a very gentle fish.,"Piranha can even eat people, so they are ferocious",1
26700,Piranha is a very gentle fish.,Sheep is gentle animal.,0
26702,Salt is the most common animal in life.,Salt is not an animal's name but a condiment,1
26703,Salt is the most common animal in life.,animals also need to eat salt,0
26704,Salt is the most common animal in life.,we can find salt in many animals' bodies,0
26706,Cups can be used for eating,cups can be used maintaining the food people will eat,0
26707,Cups can be used for eating,The cup is not edible.,1
26708,Cups can be used for eating,we can buy cups and foods to eat in the supermarket,0
26710,the ocean is fit for human existence,The ocean is fit for people to swim in,0
26711,the ocean is fit for human existence,a human can exist on the food in the ocean,0
26712,the ocean is fit for human existence,Man cannot live in the ocean,1
26714,Old skin becomes very smooth.,Human skin is rich in the water when people are young,0
26715,Old skin becomes very smooth.,many people want to have smooth skin,0
26716,Old skin becomes very smooth.,"The older a man is, the rougher his skin is.",1
26718,Drinking too much beer will give you an appetite,Drinking too much beer only makes people vomit.,1
26719,Drinking too much beer will give you an appetite,People who are appetite also want to drink beer,0
26720,Drinking too much beer will give you an appetite,Many people like beer very much.,0
26722,Driving through the sidewalk should be accelerated,drivers will accelerate when there is no one on the street,0
26723,Driving through the sidewalk should be accelerated,No acceleration through the sidewalk,1
